RecordNumber	Zipcode	ZipCodeType	City	State	LocationType	Lat	Long	Xaxis	Yaxis	Zaxis	WorldRegion	Country	LocationText	Location	Decommisioned	TaxReturnsFiled	EstimatedPopulation	TotalWages	Notes
32842	57068	STANDARD	VALLEY SPGS	SD	ACCEPTABLE	43.58	-96.46	-0.08	-0.71	0.68	NA	US	"Valley Spgs, SD"	NA-US-SD-VALLEY SPGS	FALSE	768	1402	29355413	
32843	57068	STANDARD	BEN CLAIRE	SD	NOT ACCEPTABLE	43.58	-96.46	-0.08	-0.71	0.68	NA	US	"Ben Claire, SD"	NA-US-SD-BEN CLAIRE	FALSE	768	1402	29355413	
32844	57270	STANDARD	VEBLEN	SD	PRIMARY	45.86	-97.28	-0.08	-0.69	0.71	NA	US	"Veblen, SD"	NA-US-SD-VEBLEN	FALSE	274	473	6024563	
32845	57270	STANDARD	HILLHEAD	SD	NOT ACCEPTABLE	45.86	-97.28	-0.08	-0.69	0.71	NA	US	"Hillhead, SD"	NA-US-SD-HILLHEAD	FALSE	274	473	6024563	
32846	57010	STANDARD	BURBANK	SD	PRIMARY	42.76	-96.83	-0.08	-0.72	0.67	NA	US	"Burbank, SD"	NA-US-SD-BURBANK	FALSE	264	462	9432308	
32847	57069	STANDARD	VERMILLION	SD	PRIMARY	42.78	-96.92	-0.08	-0.72	0.67	NA	US	"Vermillion, SD"	NA-US-SD-VERMILLION	FALSE	4233	6905	121470109	
32848	57069	STANDARD	MECKLING	SD	ACCEPTABLE	42.78	-96.92	-0.08	-0.72	0.67	NA	US	"Meckling, SD"	NA-US-SD-MECKLING	FALSE	4233	6905	121470109	
32849	57069	STANDARD	GREENFIELD	SD	NOT ACCEPTABLE	42.78	-96.92	-0.08	-0.72	0.67	NA	US	"Greenfield, SD"	NA-US-SD-GREENFIELD	FALSE	4233	6905	121470109	
32850	57069	STANDARD	HUB CITY	SD	NOT ACCEPTABLE	42.78	-96.92	-0.08	-0.72	0.67	NA	US	"Hub City, SD"	NA-US-SD-HUB CITY	FALSE	4233	6905	121470109	
32851	57069	STANDARD	WESTERVILLE	SD	NOT ACCEPTABLE	42.78	-96.92	-0.08	-0.72	0.67	NA	US	"Westerville, SD"	NA-US-SD-WESTERVILLE	FALSE	4233	6905	121470109	
32852	57070	STANDARD	VIBORG	SD	PRIMARY	43.17	-97.08	-0.08	-0.72	0.68	NA	US	"Viborg, SD"	NA-US-SD-VIBORG	FALSE	603	1055	15238065	
32853	57070	STANDARD	CENTER POINT	SD	NOT ACCEPTABLE	43.17	-97.08	-0.08	-0.72	0.68	NA	US	"Center Point, SD"	NA-US-SD-CENTER POINT	FALSE	603	1055	15238065	
32854	57070	STANDARD	HOOKER	SD	NOT ACCEPTABLE	43.17	-97.08	-0.08	-0.72	0.68	NA	US	"Hooker, SD"	NA-US-SD-HOOKER	FALSE	603	1055	15238065	
32855	57070	STANDARD	MIDWAY	SD	NOT ACCEPTABLE	43.17	-97.08	-0.08	-0.72	0.68	NA	US	"Midway, SD"	NA-US-SD-MIDWAY	FALSE	603	1055	15238065	
32856	57070	STANDARD	SWAN LAKE	SD	NOT ACCEPTABLE	43.17	-97.08	-0.08	-0.72	0.68	NA	US	"Swan Lake, SD"	NA-US-SD-SWAN LAKE	FALSE	603	1055	15238065	
32857	57576	STANDARD	VIVIAN	SD	PRIMARY	43.92	-100.29	-0.12	-0.7	0.69	NA	US	"Vivian, SD"	NA-US-SD-VIVIAN	FALSE				
32858	57576	STANDARD	MCCLURE	SD	NOT ACCEPTABLE	43.92	-100.29	-0.12	-0.7	0.69	NA	US	"Mcclure, SD"	NA-US-SD-MCCLURE	FALSE				
32859	57071	STANDARD	VOLGA	SD	PRIMARY	44.32	-96.92	-0.08	-0.71	0.69	NA	US	"Volga, SD"	NA-US-SD-VOLGA	FALSE	1336	2436	48505386	
32860	57072	STANDARD	VOLIN	SD	PRIMARY	42.95	-97.18	-0.09	-0.72	0.68	NA	US	"Volin, SD"	NA-US-SD-VOLIN	FALSE	321	577	9442840	
32861	57329	STANDARD	DANTE	SD	PRIMARY	43.03	-98.18	-0.1	-0.72	0.68	NA	US	"Dante, SD"	NA-US-SD-DANTE	FALSE				
32862	57361	PO BOX	MARTY	SD	PRIMARY	42.99	-98.42	-0.1	-0.72	0.68	NA	US	"Marty, SD"	NA-US-SD-MARTY	FALSE				
32863	57361	PO BOX	WAGNER	SD	NOT ACCEPTABLE	42.99	-98.42	-0.1	-0.72	0.68	NA	US	"Wagner, SD"	NA-US-SD-WAGNER	FALSE				
32864	57380	STANDARD	WAGNER	SD	PRIMARY	43.07	-98.3	-0.1	-0.72	0.68	NA	US	"Wagner, SD"	NA-US-SD-WAGNER	FALSE	1319	2338	29660943	
32865	57380	STANDARD	GREENWOOD	SD	NOT ACCEPTABLE	43.07	-98.3	-0.1	-0.72	0.68	NA	US	"Greenwood, SD"	NA-US-SD-GREENWOOD	FALSE	1319	2338	29660943	
32866	57073	STANDARD	WAKONDA	SD	PRIMARY	43	-97.1	-0.09	-0.72	0.68	NA	US	"Wakonda, SD"	NA-US-SD-WAKONDA	FALSE	297	554	7544192	
32867	57658	STANDARD	WAKPALA	SD	PRIMARY	45.65	-100.53	-0.12	-0.68	0.71	NA	US	"Wakpala, SD"	NA-US-SD-WAKPALA	FALSE				
32868	57658	STANDARD	STANDING ROCK	SD	NOT ACCEPTABLE	45.65	-100.53	-0.12	-0.68	0.71	NA	US	"Standing Rock, SD"	NA-US-SD-STANDING ROCK	FALSE				
32869	57750	STANDARD	INTERIOR	SD	PRIMARY	43.72	-101.98	-0.15	-0.7	0.69	NA	US	"Interior, SD"	NA-US-SD-INTERIOR	FALSE				
32870	57750	STANDARD	HEADLEE RANCH	SD	NOT ACCEPTABLE	43.72	-101.98	-0.15	-0.7	0.69	NA	US	"Headlee Ranch, SD"	NA-US-SD-HEADLEE RANCH	FALSE				
32871	57750	STANDARD	POTATO CREEK	SD	NOT ACCEPTABLE	43.72	-101.98	-0.15	-0.7	0.69	NA	US	"Potato Creek, SD"	NA-US-SD-POTATO CREEK	FALSE				
32872	57790	STANDARD	WALL	SD	PRIMARY	43.99	-102.23	-0.15	-0.7	0.69	NA	US	"Wall, SD"	NA-US-SD-WALL	FALSE	615	1059	15621141	
32873	57790	STANDARD	CREIGHTON	SD	ACCEPTABLE	43.99	-102.23	-0.15	-0.7	0.69	NA	US	"Creighton, SD"	NA-US-SD-CREIGHTON	FALSE	615	1059	15621141	
32874	57790	STANDARD	DOWLING	SD	NOT ACCEPTABLE	43.99	-102.23	-0.15	-0.7	0.69	NA	US	"Dowling, SD"	NA-US-SD-DOWLING	FALSE	615	1059	15621141	
32875	57272	STANDARD	WALLACE	SD	PRIMARY	45.08	-97.47	-0.09	-0.7	0.7	NA	US	"Wallace, SD"	NA-US-SD-WALLACE	FALSE				
32876	57577	STANDARD	WANBLEE	SD	PRIMARY	43.57	-101.66	-0.14	-0.7	0.68	NA	US	"Wanblee, SD"	NA-US-SD-WANBLEE	FALSE	277	513	4407241	
32877	57577	STANDARD	HILES	SD	NOT ACCEPTABLE	43.57	-101.66	-0.14	-0.7	0.68	NA	US	"Hiles, SD"	NA-US-SD-HILES	FALSE	277	513	4407241	
32878	57577	STANDARD	HISLE	SD	NOT ACCEPTABLE	43.57	-101.66	-0.14	-0.7	0.68	NA	US	"Hisle, SD"	NA-US-SD-HISLE	FALSE	277	513	4407241	
32879	57479	STANDARD	WARNER	SD	PRIMARY	45.32	-98.49	-0.1	-0.69	0.71	NA	US	"Warner, SD"	NA-US-SD-WARNER	FALSE	325	607	11894357	
32880	57767	STANDARD	OWANKA	SD	PRIMARY	44.01	-102.58	-0.15	-0.7	0.69	NA	US	"Owanka, SD"	NA-US-SD-OWANKA	FALSE				
32881	57767	STANDARD	WASTA	SD	NOT ACCEPTABLE	44.01	-102.58	-0.15	-0.7	0.69	NA	US	"Wasta, SD"	NA-US-SD-WASTA	FALSE				
32882	57767	STANDARD	WICKSVILLE	SD	NOT ACCEPTABLE	44.01	-102.58	-0.15	-0.7	0.69	NA	US	"Wicksville, SD"	NA-US-SD-WICKSVILLE	FALSE				
32883	57791	STANDARD	WASTA	SD	PRIMARY	44.06	-102.44	-0.15	-0.7	0.69	NA	US	"Wasta, SD"	NA-US-SD-WASTA	FALSE				
32884	57791	STANDARD	ELM SPRINGS	SD	ACCEPTABLE	44.06	-102.44	-0.15	-0.7	0.69	NA	US	"Elm Springs, SD"	NA-US-SD-ELM SPRINGS	FALSE				
32885	57791	STANDARD	GUMBO	SD	NOT ACCEPTABLE	44.06	-102.44	-0.15	-0.7	0.69	NA	US	"Gumbo, SD"	NA-US-SD-GUMBO	FALSE				
32886	57201	STANDARD	WATERTOWN	SD	PRIMARY	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Watertown, SD"	NA-US-SD-WATERTOWN	FALSE	12226	21061	396052796	
32887	57201	STANDARD	WAVERLY	SD	ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Waverly, SD"	NA-US-SD-WAVERLY	FALSE	12226	21061	396052796	
32888	57201	STANDARD	APPLEBY	SD	NOT ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Appleby, SD"	NA-US-SD-APPLEBY	FALSE	12226	21061	396052796	
32889	57201	STANDARD	FOLEY	SD	NOT ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Foley, SD"	NA-US-SD-FOLEY	FALSE	12226	21061	396052796	
32890	57201	STANDARD	GROVER	SD	NOT ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Grover, SD"	NA-US-SD-GROVER	FALSE	12226	21061	396052796	
32891	57201	STANDARD	KAMPESKA	SD	NOT ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Kampeska, SD"	NA-US-SD-KAMPESKA	FALSE	12226	21061	396052796	
32892	57201	STANDARD	PELICAN	SD	NOT ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Pelican, SD"	NA-US-SD-PELICAN	FALSE	12226	21061	396052796	
32893	57201	STANDARD	RAUVILLE	SD	NOT ACCEPTABLE	44.91	-97.16	-0.08	-0.7	0.7	NA	US	"Rauville, SD"	NA-US-SD-RAUVILLE	FALSE	12226	21061	396052796	
32894	57256	STANDARD	ORTLEY	SD	PRIMARY	45.33	-97.2	-0.08	-0.69	0.71	NA	US	"Ortley, SD"	NA-US-SD-ORTLEY	FALSE				
32895	57273	STANDARD	WAUBAY	SD	PRIMARY	45.33	-97.3	-0.08	-0.69	0.71	NA	US	"Waubay, SD"	NA-US-SD-WAUBAY	FALSE	595	1026	10599147	
32896	57273	STANDARD	BLUE DOG LAKE	SD	NOT ACCEPTABLE	45.33	-97.3	-0.08	-0.69	0.71	NA	US	"Blue Dog Lake, SD"	NA-US-SD-BLUE DOG LAKE	FALSE	595	1026	10599147	
32897	57274	STANDARD	WEBSTER	SD	PRIMARY	45.33	-97.52	-0.09	-0.69	0.71	NA	US	"Webster, SD"	NA-US-SD-WEBSTER	FALSE	1461	2478	33832010	
32898	57274	STANDARD	LILY	SD	ACCEPTABLE	45.33	-97.52	-0.09	-0.69	0.71	NA	US	"Lily, SD"	NA-US-SD-LILY	FALSE	1461	2478	33832010	
32899	57274	STANDARD	HOLMQUIST	SD	NOT ACCEPTABLE	45.33	-97.52	-0.09	-0.69	0.71	NA	US	"Holmquist, SD"	NA-US-SD-HOLMQUIST	FALSE	1461	2478	33832010	
32900	57075	STANDARD	WENTWORTH	SD	PRIMARY	43.99	-96.96	-0.08	-0.71	0.69	NA	US	"Wentworth, SD"	NA-US-SD-WENTWORTH	FALSE	486	897	18414274	
32901	57075	STANDARD	LAKE MADISON	SD	NOT ACCEPTABLE	43.99	-96.96	-0.08	-0.71	0.69	NA	US	"Lake Madison, SD"	NA-US-SD-LAKE MADISON	FALSE	486	897	18414274	
32902	57075	STANDARD	SMITHS PARK	SD	NOT ACCEPTABLE	43.99	-96.96	-0.08	-0.71	0.69	NA	US	"Smiths Park, SD"	NA-US-SD-SMITHS PARK	FALSE	486	897	18414274	
32903	57381	STANDARD	WESSINGTON	SD	PRIMARY	44.45	-98.69	-0.1	-0.7	0.7	NA	US	"Wessington, SD"	NA-US-SD-WESSINGTON	FALSE	284	497	5345547	
32904	57381	STANDARD	DANFORTH	SD	NOT ACCEPTABLE	44.45	-98.69	-0.1	-0.7	0.7	NA	US	"Danforth, SD"	NA-US-SD-DANFORTH	FALSE	284	497	5345547	
32905	57381	STANDARD	VAYLAND	SD	NOT ACCEPTABLE	44.45	-98.69	-0.1	-0.7	0.7	NA	US	"Vayland, SD"	NA-US-SD-VAYLAND	FALSE	284	497	5345547	
32906	57382	STANDARD	WESSINGTON SPRINGS	SD	PRIMARY	44.08	-98.57	-0.1	-0.71	0.69	NA	US	"Wessington Springs, SD"	NA-US-SD-WESSINGTON SPRINGS	FALSE	702	1211	14982980	
32907	57382	STANDARD	WESSINGTN SPG	SD	ACCEPTABLE	44.08	-98.57	-0.1	-0.71	0.69	NA	US	"Wessingtn Spg, SD"	NA-US-SD-WESSINGTN SPG	FALSE	702	1211	14982980	
32908	57481	STANDARD	WESTPORT	SD	PRIMARY	45.64	-98.49	-0.1	-0.69	0.71	NA	US	"Westport, SD"	NA-US-SD-WESTPORT	FALSE				
32909	57481	STANDARD	WETONKA	SD	ACCEPTABLE	45.64	-98.49	-0.1	-0.69	0.71	NA	US	"Wetonka, SD"	NA-US-SD-WETONKA	FALSE				
32910	57276	STANDARD	WHITE	SD	PRIMARY	44.43	-96.64	-0.08	-0.7	0.7	NA	US	"White, SD"	NA-US-SD-WHITE	FALSE	531	955	16098630	
32911	57276	STANDARD	BUSHNELL	SD	ACCEPTABLE	44.43	-96.64	-0.08	-0.7	0.7	NA	US	"Bushnell, SD"	NA-US-SD-BUSHNELL	FALSE	531	955	16098630	
32912	57276	STANDARD	ROLAND COLONY	SD	NOT ACCEPTABLE	44.43	-96.64	-0.08	-0.7	0.7	NA	US	"Roland Colony, SD"	NA-US-SD-ROLAND COLONY	FALSE	531	955	16098630	
32913	57661	PO BOX	WHITEHORSE	SD	PRIMARY	45.29	-100.92	-0.13	-0.69	0.71	NA	US	"Whitehorse, SD"	NA-US-SD-WHITEHORSE	FALSE				
32914	57383	STANDARD	WHITE LAKE	SD	PRIMARY	43.72	-98.71	-0.1	-0.71	0.69	NA	US	"White Lake, SD"	NA-US-SD-WHITE LAKE	FALSE	336	603	7095933	
32915	57383	STANDARD	ROBEY	SD	NOT ACCEPTABLE	43.72	-98.71	-0.1	-0.71	0.69	NA	US	"Robey, SD"	NA-US-SD-ROBEY	FALSE	336	603	7095933	
32916	57792	STANDARD	WHITE OWL	SD	PRIMARY	44.59	-102.42	-0.15	-0.69	0.7	NA	US	"White Owl, SD"	NA-US-SD-WHITE OWL	FALSE				
32917	57579	STANDARD	WHITE RIVER	SD	PRIMARY	43.56	-100.74	-0.13	-0.71	0.68	NA	US	"White River, SD"	NA-US-SD-WHITE RIVER	FALSE	484	873	8811207	
32918	57579	STANDARD	CEDARBUTTE	SD	ACCEPTABLE	43.56	-100.74	-0.13	-0.71	0.68	NA	US	"Cedarbutte, SD"	NA-US-SD-CEDARBUTTE	FALSE	484	873	8811207	
32919	57579	STANDARD	WESTOVER	SD	NOT ACCEPTABLE	43.56	-100.74	-0.13	-0.71	0.68	NA	US	"Westover, SD"	NA-US-SD-WESTOVER	FALSE	484	873	8811207	
32920	57793	STANDARD	WHITEWOOD	SD	PRIMARY	44.46	-103.64	-0.16	-0.69	0.7	NA	US	"Whitewood, SD"	NA-US-SD-WHITEWOOD	FALSE	876	1555	24350301	
32921	57271	STANDARD	VIENNA	SD	PRIMARY	44.7	-97.49	-0.09	-0.7	0.7	NA	US	"Vienna, SD"	NA-US-SD-VIENNA	FALSE				
32922	57271	STANDARD	NAPLES	SD	NOT ACCEPTABLE	44.7	-97.49	-0.09	-0.7	0.7	NA	US	"Naples, SD"	NA-US-SD-NAPLES	FALSE				
32923	57278	STANDARD	WILLOW LAKE	SD	PRIMARY	44.62	-97.63	-0.09	-0.7	0.7	NA	US	"Willow Lake, SD"	NA-US-SD-WILLOW LAKE	FALSE	295	521	5977037	
32924	57279	STANDARD	WILMOT	SD	PRIMARY	45.4	-96.85	-0.08	-0.69	0.71	NA	US	"Wilmot, SD"	NA-US-SD-WILMOT	FALSE	528	906	10480822	
32925	57279	STANDARD	MADSEN BEACH	SD	NOT ACCEPTABLE	45.4	-96.85	-0.08	-0.69	0.71	NA	US	"Madsen Beach, SD"	NA-US-SD-MADSEN BEACH	FALSE	528	906	10480822	
32926	57279	STANDARD	SODAK PARK	SD	NOT ACCEPTABLE	45.4	-96.85	-0.08	-0.69	0.71	NA	US	"Sodak Park, SD"	NA-US-SD-SODAK PARK	FALSE	528	906	10480822	
32927	57076	STANDARD	WINFRED	SD	PRIMARY	43.99	-97.36	-0.09	-0.71	0.69	NA	US	"Winfred, SD"	NA-US-SD-WINFRED	FALSE				
32928	57580	STANDARD	WINNER	SD	PRIMARY	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Winner, SD"	NA-US-SD-WINNER	FALSE	2084	3617	46945496	
32929	57580	STANDARD	CARTER	SD	ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Carter, SD"	NA-US-SD-CARTER	FALSE	2084	3617	46945496	
32930	57580	STANDARD	CLEARFIELD	SD	ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Clearfield, SD"	NA-US-SD-CLEARFIELD	FALSE	2084	3617	46945496	
32931	57580	STANDARD	KEYAPAHA	SD	ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Keyapaha, SD"	NA-US-SD-KEYAPAHA	FALSE	2084	3617	46945496	
32932	57580	STANDARD	MILLBORO	SD	ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Millboro, SD"	NA-US-SD-MILLBORO	FALSE	2084	3617	46945496	
32933	57580	STANDARD	WEWELA	SD	ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Wewela, SD"	NA-US-SD-WEWELA	FALSE	2084	3617	46945496	
32934	57580	STANDARD	MOSHER	SD	NOT ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Mosher, SD"	NA-US-SD-MOSHER	FALSE	2084	3617	46945496	
32935	57580	STANDARD	WEAVER	SD	NOT ACCEPTABLE	43.37	-99.85	-0.12	-0.71	0.68	NA	US	"Weaver, SD"	NA-US-SD-WEAVER	FALSE	2084	3617	46945496	
32936	57584	STANDARD	WITTEN	SD	PRIMARY	43.43	-100.08	-0.12	-0.71	0.68	NA	US	"Witten, SD"	NA-US-SD-WITTEN	FALSE				
32937	57384	STANDARD	WOLSEY	SD	PRIMARY	44.41	-98.47	-0.1	-0.7	0.69	NA	US	"Wolsey, SD"	NA-US-SD-WOLSEY	FALSE	416	763	12370477	
32938	57585	STANDARD	WOOD	SD	PRIMARY	43.49	-100.48	-0.13	-0.71	0.68	NA	US	"Wood, SD"	NA-US-SD-WOOD	FALSE				
32939	57585	STANDARD	BAD NATION	SD	NOT ACCEPTABLE	43.49	-100.48	-0.13	-0.71	0.68	NA	US	"Bad Nation, SD"	NA-US-SD-BAD NATION	FALSE				
32940	57358	PO BOX	LANE	SD	PRIMARY	44.06	-98.42	-0.1	-0.71	0.69	NA	US	"Lane, SD"	NA-US-SD-LANE	FALSE				
32941	57385	STANDARD	WOONSOCKET	SD	PRIMARY	44.05	-98.27	-0.1	-0.71	0.69	NA	US	"Woonsocket, SD"	NA-US-SD-WOONSOCKET	FALSE	623	1086	16031520	
32942	57077	STANDARD	WORTHING	SD	PRIMARY	43.32	-96.76	-0.08	-0.72	0.68	NA	US	"Worthing, SD"	NA-US-SD-WORTHING	FALSE	634	1172	24835699	
32943	57794	STANDARD	WOUNDED KNEE	SD	PRIMARY	43.14	-102.36	-0.15	-0.71	0.68	NA	US	"Wounded Knee, SD"	NA-US-SD-WOUNDED KNEE	FALSE				
32944	57386	STANDARD	YALE	SD	PRIMARY	44.43	-97.98	-0.09	-0.7	0.7	NA	US	"Yale, SD"	NA-US-SD-YALE	FALSE				
32945	57078	STANDARD	YANKTON	SD	PRIMARY	42.88	-97.39	-0.09	-0.72	0.68	NA	US	"Yankton, SD"	NA-US-SD-YANKTON	FALSE	8799	15005	286326125	
32946	66710	STANDARD	ALTOONA	KS	PRIMARY	37.52	-95.66	-0.07	-0.78	0.6	NA	US	"Altoona, KS"	NA-US-KS-ALTOONA	FALSE	354	619	8321138	
32947	66710	STANDARD	GUILFORD	KS	NOT ACCEPTABLE	37.52	-95.66	-0.07	-0.78	0.6	NA	US	"Guilford, KS"	NA-US-KS-GUILFORD	FALSE	354	619	8321138	
32948	66711	STANDARD	ARCADIA	KS	PRIMARY	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Arcadia, KS"	NA-US-KS-ARCADIA	FALSE	257	471	7594836	
32949	66711	STANDARD	CATO	KS	NOT ACCEPTABLE	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Cato, KS"	NA-US-KS-CATO	FALSE	257	471	7594836	
32950	66711	STANDARD	COALVALE	KS	NOT ACCEPTABLE	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Coalvale, KS"	NA-US-KS-COALVALE	FALSE	257	471	7594836	
32951	66711	STANDARD	DRYWOOD	KS	NOT ACCEPTABLE	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Drywood, KS"	NA-US-KS-DRYWOOD	FALSE	257	471	7594836	
32952	66711	STANDARD	GROSS	KS	NOT ACCEPTABLE	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Gross, KS"	NA-US-KS-GROSS	FALSE	257	471	7594836	
32953	66741	STANDARD	GARLAND	KS	PRIMARY	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Garland, KS"	NA-US-KS-GARLAND	FALSE				
32954	66741	STANDARD	ARCADIA	KS	ACCEPTABLE	37.64	-94.62	-0.06	-0.78	0.61	NA	US	"Arcadia, KS"	NA-US-KS-ARCADIA	FALSE				
32955	66712	STANDARD	ARMA	KS	PRIMARY	37.54	-94.7	-0.06	-0.79	0.6	NA	US	"Arma, KS"	NA-US-KS-ARMA	FALSE	904	1579	24175866	
32956	66735	STANDARD	FRANKLIN	KS	PRIMARY	37.52	-94.7	-0.06	-0.79	0.6	NA	US	"Franklin, KS"	NA-US-KS-FRANKLIN	FALSE				
32957	66002	STANDARD	ATCHISON	KS	PRIMARY	39.56	-95.13	-0.06	-0.76	0.63	NA	US	"Atchison, KS"	NA-US-KS-ATCHISON	FALSE	5785	10086	184479511	
32958	66002	STANDARD	POTTER	KS	ACCEPTABLE	39.56	-95.13	-0.06	-0.76	0.63	NA	US	"Potter, KS"	NA-US-KS-POTTER	FALSE	5785	10086	184479511	
32959	66006	STANDARD	BALDWIN CITY	KS	PRIMARY	38.77	-95.18	-0.07	-0.77	0.62	NA	US	"Baldwin City, KS"	NA-US-KS-BALDWIN CITY	FALSE	3169	5787	124858386	
32960	66006	STANDARD	BALDWIN	KS	NOT ACCEPTABLE	38.77	-95.18	-0.07	-0.77	0.62	NA	US	"Baldwin, KS"	NA-US-KS-BALDWIN	FALSE	3169	5787	124858386	
32961	66007	STANDARD	BASEHOR	KS	PRIMARY	39.12	-94.92	-0.06	-0.77	0.63	NA	US	"Basehor, KS"	NA-US-KS-BASEHOR	FALSE	2704	4989	129081698	
32962	66713	STANDARD	BAXTER SPRINGS	KS	PRIMARY	37.02	-94.73	-0.06	-0.79	0.6	NA	US	"Baxter Springs, KS"	NA-US-KS-BAXTER SPRINGS	FALSE	2402	4420	65491519	
32963	66713	STANDARD	BAXTER SPGS	KS	ACCEPTABLE	37.02	-94.73	-0.06	-0.79	0.6	NA	US	"Baxter Spgs, KS"	NA-US-KS-BAXTER SPGS	FALSE	2402	4420	65491519	
32964	66713	STANDARD	BIG ELK	KS	NOT ACCEPTABLE	37.02	-94.73	-0.06	-0.79	0.6	NA	US	"Big Elk, KS"	NA-US-KS-BIG ELK	FALSE	2402	4420	65491519	
32965	66713	STANDARD	LOWELL	KS	NOT ACCEPTABLE	37.02	-94.73	-0.06	-0.79	0.6	NA	US	"Lowell, KS"	NA-US-KS-LOWELL	FALSE	2402	4420	65491519	
32966	66713	STANDARD	SIMS	KS	NOT ACCEPTABLE	37.02	-94.73	-0.06	-0.79	0.6	NA	US	"Sims, KS"	NA-US-KS-SIMS	FALSE	2402	4420	65491519	
32967	66778	STANDARD	TREECE	KS	PRIMARY	37	-94.84	-0.06	-0.79	0.6	NA	US	"Treece, KS"	NA-US-KS-TREECE	FALSE				
32968	66778	STANDARD	MELROSE	KS	NOT ACCEPTABLE	37	-94.84	-0.06	-0.79	0.6	NA	US	"Melrose, KS"	NA-US-KS-MELROSE	FALSE				
32969	66008	STANDARD	BENDENA	KS	PRIMARY	39.7	-95.17	-0.06	-0.76	0.63	NA	US	"Bendena, KS"	NA-US-KS-BENDENA	FALSE				
32970	66714	STANDARD	BENEDICT	KS	PRIMARY	37.62	-95.74	-0.07	-0.78	0.61	NA	US	"Benedict, KS"	NA-US-KS-BENEDICT	FALSE				
32971	66714	STANDARD	ROPER	KS	NOT ACCEPTABLE	37.62	-95.74	-0.07	-0.78	0.61	NA	US	"Roper, KS"	NA-US-KS-ROPER	FALSE				
32972	66010	STANDARD	BLUE MOUND	KS	PRIMARY	38.08	-95	-0.06	-0.78	0.61	NA	US	"Blue Mound, KS"	NA-US-KS-BLUE MOUND	FALSE	275	489	6519930	
32973	66012	STANDARD	BONNER SPRINGS	KS	PRIMARY	39.05	-94.88	-0.06	-0.77	0.62	NA	US	"Bonner Springs, KS"	NA-US-KS-BONNER SPRINGS	FALSE	5190	9439	228149876	
32974	66012	STANDARD	BASEHOR	KS	ACCEPTABLE	39.05	-94.88	-0.06	-0.77	0.62	NA	US	"Basehor, KS"	NA-US-KS-BASEHOR	FALSE	5190	9439	228149876	
32975	66012	STANDARD	BONNER SPRNGS	KS	ACCEPTABLE	39.05	-94.88	-0.06	-0.77	0.62	NA	US	"Bonner Sprngs, KS"	NA-US-KS-BONNER SPRNGS	FALSE	5190	9439	228149876	
32976	66012	STANDARD	LAKE OF THE FOREST	KS	ACCEPTABLE	39.05	-94.88	-0.06	-0.77	0.62	NA	US	"Lake Of The Forest, KS"	NA-US-KS-LAKE OF THE FOREST	FALSE	5190	9439	228149876	
32977	66012	STANDARD	LK OF THE FST	KS	ACCEPTABLE	39.05	-94.88	-0.06	-0.77	0.62	NA	US	"Lk Of The Fst, KS"	NA-US-KS-LK OF THE FST	FALSE	5190	9439	228149876	
32978	66716	STANDARD	BRONSON	KS	PRIMARY	37.89	-95.07	-0.06	-0.78	0.61	NA	US	"Bronson, KS"	NA-US-KS-BRONSON	FALSE				
32979	66716	STANDARD	XENIA	KS	NOT ACCEPTABLE	37.89	-95.07	-0.06	-0.78	0.61	NA	US	"Xenia, KS"	NA-US-KS-XENIA	FALSE				
32980	66013	STANDARD	BUCYRUS	KS	PRIMARY	38.71	-94.71	-0.06	-0.77	0.62	NA	US	"Bucyrus, KS"	NA-US-KS-BUCYRUS	FALSE	935	1734	62520590	
32981	66717	STANDARD	BUFFALO	KS	PRIMARY	37.7	-95.69	-0.07	-0.78	0.61	NA	US	"Buffalo, KS"	NA-US-KS-BUFFALO	FALSE				
32982	66014	STANDARD	CENTERVILLE	KS	PRIMARY	38.21	-95.01	-0.06	-0.78	0.61	NA	US	"Centerville, KS"	NA-US-KS-CENTERVILLE	FALSE				
